Sentence,Score
"В вопросах промышленной безопасности Компания руководствуется Положением о системе управления промышленной безопасностью и охраной труда, а также Положением о производственном контроле за соблюдением требований промышленной безопасности на опасных производственных объектах, разработанных на основе законодательства РФ с учетом общепризнанных стандартов менеджмента производственной безопасности и охраны труда.",0
"В рамках совершенствования системы управления охраной труда и промышленной безопасностью (ОТ и ПБ) Компания разрабатывает и внедряет необходимые внутренние нормативные документы, применяя новые подходы к ее управлению. ",0
"Утверждено Положение о производственном контроле за соблюрассмотрена подготовка концепции обучения внутренних тренеров по промышленной безопасности и охране трудадением требований промышленной безопасности на опасных производственных объектах,  организована работа по идентификации и оценке операционных (производственных) рисков Компании.",0
"В 2018 году Компания завершила реструктуризацию служб по охране труда и промышленной безопасности, начатую в 2017 году с построения независимой обособленной управленческой вертикали функции промышленной безопасности. ",0
Службы по охране труда и промышленной безопасности были выведены из-под подчинения главных инженеров структурных подразделений и переданы в непосредственное подчинение первому руководителю структурного подразделения Компании. ,0
Службы производственной безопасности структурных подразделений Компании функционально подчинены Управлению промышленной безопасности. ,0
На уровне аппарата управления Компании вертикаль промышленной безопасности замыкается на уровне Генерального директора — председателя правления.,0
"Любая производственная задача должна рассматриваться с точки зрения обеспечения безопасности ее выполнения. Если вопросы обеспечения безопасности вступают в конфликт с производственными задачами, производственные задачи должны быть пересмотрены или отменены.",0
"За организацию и обеспечение безопасного выполнения работ несут ответственность руководители (Компании, производств). Каждый работник отвечает за свою личную безопасность.",0
"Мы относимся к любой травме и аварии как к чрезвычайной ситуации в Компании, показывающей проблемы в системах управления и в организации безопасного выполнения работ, выявляющей слабые места в организации.",-1
Профессиональная деятельность значительной части работников Компании сопряжена с вероятностью травматизма или риском профессиональной заболеваемости.,-1
"В 2018 году показатель LTIFR составил 0,24 и вырос на 28% по сравнению с 2017 годом. ",0
"Общий уровень травматизма на 1000 работников составил 1,79 и показал рост относительно 2017 года на 24%, что говорит об ухудшении производственной безопасности.",-1
Изменение системы постановки целей является одним из элементов мероприятий по развитию системы управления промышленной безопасности. Реализация данного элемента будет осуществлена в 2018–2019 гг.,0
"При расследовании нештатных ситуаций в 2018 году проходила апробация методик проведения расследований, направленных на выявление основных причин. ",0
"В обновленных структурах служб отдельными подразделениями выведены службы производственного контроля. Создан отдел организации производственного контроля в Управлении промышленной безопасности, в задачи которого входит сбор информации и дальнейший анализ работы служб производственного контроля структурных подразделений Компании.
",0
Отдел промышленной безопасности провел 48 выездных проверок состояния промышленной безопасности.,0
"В рамках внедрения новых стандартов включено обязательное проведение обучения всех руководителей, в том числе линейного уровня, по правильному применению требований в рамках утвержденных внутренних нормативных документов.
",0
"В адрес руководителей структурных подразделений Компании направлены информационные бюллетени по потенциальным случаям травматизма, инцидентов, аварий в целях информирования всех работников.",0
"Организована и проведена предаттестационная подготовка руководителей и специалистов, осуществляющих эксплуатацию опасных производственных объектов. ",0
"Предаттестационную подготовку по различным областям надзора прошли 1687 руководителей и специалистов Компании, обучение по охране труда — 1240 человек.",0
"Проведено обучение работников в целях выполнения требований Правил противопожарного режима в РФ по программам пожарно-технического минимума — 290 человек, по техническому обслуживанию огнетушителей — 152 человека, по обеспечению работоспособности и организации ТО систем обнаружения и тушения пожаров — 30 человек.
",0
Проведено обучение руководителей и специалистов по программе «Обучение в области гражданской обороны и защиты в чрезвычайных ситуациях» — 155 человек.,0
В соответствии с рамочным договором с Клинским институтом охраны и условий труда на 2017–2019 гг. проведена внеплановая специальная оценка условий труда 1625 рабочих мест.,0
"Приобретено 706 777 единиц средств индивидуальной защиты стоимостью 252,3 млн руб., что составило 25,5 % от всего бюджета затрат на охрану труда.",0
В рамках осуществления постоянного надзора на объектах Компании Ленское управление Ростехнадзора в 2018 году провело 146 проверок.,0
"Компания считает жизненно важным прививать персоналу навыки безопасного поведения, а также внедрять культуру труда, чтобы работники и подрядчики ценили и берегли свое здоровье и жизнь. Это способствует повышению безопасности труда. ",1
Постановления профсоюза по вопросам охраны труда обязательны к рассмотрению Компанией.,0
"Кроме того, была организована работа в подразделениях Компании по подготовке и оформлению деклараций на соответствие рабочих мест с оптимальными и допустимыми условиями труда (I и II классы условий труда) нормам и требованиям законодательства РФ об охране труда.",0
На базе Центра подготовки кадров в соответствии с требованиями Ростехнадзора были аттестованы 1 687 руководителей и специалистов структурных подразделений Компании.,0
В 2018 году была проведена проверка знаний по вопросам охраны труда 1 240 руководителей и специалистов структурных подразделений Компании.,0
Для выполнения работ повышенной опасности на опасных производственных объектах Компании 4 187 рабочих прошли обучение и проверку знаний для получения допуска к самостотельной работе в 2018 году.,0
"В целях повышения уровня безопасности в Компании внедрены тренажеры-симуляторы с технологией VR большегрузного карьерного самосвала, проходческого комбайна и подземной буровой установки. Тренажеры используется для обучения новых работников и улучшения технических навыков, необходимых для безопасной работы на сложном оборудовании.",0
"Повышение уровня безопасности на производстве является одним из приоритетных направлений развития. Использование инновационных технологий позволяет сократить уровень производственного травматизма, сохранить трудовой потенциал сотрудников, минимизировать количество аварий и инцидентов на производственных участках.",1
" В Компании ведется поиск и внедрение различных подходов и методов, направленных на повышение уровня промышленной безопасности и охраны труда.",1
"Cмертельный случай произошел с работником подрядной организации УКСа: монтажник ООО «Лаком», производя монтаж металлоконструкций, при несоблюдении требований безопасности производства работ на высоте упал с высоты 8 м и получил тавмы, не совместимые с жизнью.",-1
"Всего в 2018 году было зафиксировано 62 несчастных случая на производстве, которые выявили недостатки в обеспечении безопасности производства.",-1
"Основная часть инвестиций на мероприятия по повышению уровня охраны труда в 2018 году была направлена на организационное и техническое обеспечение охраны труда, проведение профилактических и медицинских осмотров работников, а также страхование.",0
"ВЫБРОСЫ ПАРНИКОВЫХ ГАЗОВ СНИЗИЛИСЬ В 2 РАЗА ЗА 5 ЛЕТ, что указывает на эффективную и результативную экологическую деятельность.",1
"Бережное и рациональное использование природных ресурсов, минимизация экологических рисков, предотвращение и сокращение негативного влияния, которое может оказать деятельность на экологию регионов присутствия — приоритеты деятельности Компании.",1
"Компания последовательно снижает нагрузку на окружающую среду, внедряет новые инновационные разработки и технологии, совершенствует систему экологического обучения работников Компании в соответствии с развитием производства и меняющимися требованиями внешней среды.",1
"В июне 2018 года компания прошла инспекционный контроль системы экологического менеджмента, по результатам которого экспертная комиссия выдала заключение о том, что система экологического менеджмента соответствует требованиям.",0
Высшим руководящим органом Компании в системе управления охраной окружающей среды является Правление.,0
"В структуру Управления входит главный специалист, ответственный за рекультивацию земель и использование ресурсов в компании, непосредственно подчиняющийся главному инженеру.",0
"Для оценки и прогноза изменений состояния окружающей среды в зоне деятельности реализуется комплексная система наблюдений — экологический мониторинг. Он представляет собой систему регулярных длительных наблюдений состояния окружающей среды в пространстве и времени для оценки параметров ее качества, имеющих значение для чел века и сохранения окружающей среды.",0
Процесс непрерывного повышения экологических знаний и культуры персонала является необходимым условием успешного экологического менеджмента.,1
В 2018 году на базе корпоративной системы подготовки персонала — Центра подготовки кадров — прошли обучение и повысили квалификацию по вопросам промышленной экологии 323 человека,0
"Компания осуществляет контроль качества окружающей среды в зоне расположения своих производственных объектов, на границах санитарно-защитной зоны и прилегающих территорий.",0
Экологический центр совместно со специалистами-экологами Иркутского государственного университета в 2018 году запустили проект по реализации крупномасштабного мониторинга состояния растительного и животного мира в зоне деятельности производственных площадок Компании.,0
"Компания продолжает реализовывать проекты по поддержке улусов «алмазной провинции» в осуществлении сельскохозяйственной и традиционной промысловой деятельности, направленные на возрождение национальных культур и сохранение исторических ценностей. ",0
"В рамках регионального развития Компания уделяет большое внимание поддержке родовых общин оленеводов и рыбаков в самых северных районах Республики Саха (Якутия), обеспечивает достойные условия жизни. ",1
"Оказывая благотворительную помощь муниципальным образованиям, проводя благотворительные акции для детей подшефных улусов, комаания способствует занятости населения и росту его доходов и тем самым вносит существенный вклад в повышение социальной стабильности всего алмазо- добывающего региона.",1
Наполнение бюджета Оленекского улуса налоговыми поступлениями позволит значительно повысить уровень жизни местного населения и дать толчок социально-экономическому развитию района,1
"Компания постоянно совершенствует систему долгосрочного и целенаправленного формирования кадрового резерва с помощью программ, направленных на мотивацию и развитие персонала, таких как «Поддержка рационализаторской деятельности», «Программа инициативных пред- ложений», «Положение о материальном стимулировании работников Общества за выполнение особо важных заданий» и «Проектно-ориентированная система выполнения задач».",1
В рамках соглашения была оказана финансовая поддержка области на 50 млн руб. ,0
"Помощь детям компания считает своим основным приоритетом. Компания стремится к сбалансированному подходу, оказывая поддержку как детям, которые в силу неблагоприятных семейных условий или здоровья оказались в худших условиях, чем их сверстники, так и детям из вполне благополучных семей для развития их природных способностей и талантов.",1
По итогам 2018 года компания стала победителем регионального этапа всероссийского конкурса «Российская организация высокой социальной эффективности» в номинации «За участие в решении социальных проблем территорий и развитие корпоративной благотворительности».,1
"Компания реализует социальную политику, направленную на поддержку персонала и содействие в развитии регионов.",1
Санаторно-курортным лечением сотрудники имеют право пользоваться один раз в два года. ,0
"Расходы на санаторно-курортное лечение работников в 2018 году составили 5,2 млн руб.",0
"Для работников действует выплата компенсационного характера за посещение спортивных залов, бассейна, катка, проката и других общественно-спортивных заведений, предназначенных для профилактики здоровья. Компенсационные выплаты за образовательные и воспитательно-спортивные услуги для детей в 2018 году составили 5,9 млн руб.",0
За 2018 год расходы по этой статье составили 4 млн руб.,0
"В 2018 году затраты составили 3,9 млн руб.",0
"Общая сумма финансирования составила 60,6 млн руб.",0
"Наш отчет подготовлен в соответствии с лучшими передовыми российскими и международными практиками и стандартами отчетности в области устойчивого развития GRI. Для нас устойчивое развитие — это не просто регулярное выполнение показателей, мы ставим перед собой задачу развивать не только Компанию, но и регионы нашего присутсnвия. ",1
"Отчет отражает основные итоги работы в 2018 году, охватывает финансовые, производственные, социальные, экологические аспекты деятельности и устойчивого развития. Руководство Компании полностью принимает и признает свою ответственность за обеспечение целостности представленного отчета, подготовленного большим коллективом специалистов и руководителей.",0
"Компания сосредоточится на разведке и добыче алмазов и будет стремиться сохранять и укреплять статус мирового лидера по добыче и объемам ресурсной базы. Компания продолжит работу по выходу из непрофильных активов, повышению эффективности во всех сферах деятельности, реализации социальной ответственности в регионах присутствия. ",1
Деятельность Компании будет направлена на эффективное управление социально-ответственным бизнесом с целью реализации долгосрочных интересов акционеров.,1
Каждый год компания реализует порядка 500 благотворительных и социальных инициатив.,0
"Операционные и финансовые результаты, которые сегодня демонстрирует компания, подтверждают эффективность выбранной Компанией модели развития. ",1
"Уверен, что дальнейшая реализация стратегии позволит Группе продолжить укрепление лидирующих позиций на алмазном рынке — обеспечивать устойчивый рост добычи, увеличение выручки, повышение инвестиционной привлекательности и акционерной стоимости.",1
Мы продолжаем оставаться одним из лидеров в области социальной и экологической ответственности.,1
Группа содействует комплексному социально-экономическому развитию территорий своего присутствия. ,1
"Достижения Компании в социальной сфере регулярно получают высокие оценки и признание. Так, например, госкомитет Республики Саха (Якутия) по занятости населения отметил компанию как лучшего работодателя 2018 года. ",1
Группа была признана одним из лидеров ежегодного конкурса «Лидеры корпоративной благотворительности» среди российских и международных компаний и вошла в число лидеров двух индексов РСПП в области устойчивого развития: «Ответственность и открытость» и «Вектор устойчивого развития». ,1
"Кроме того, компания стала одним из лидеров итогового рейтинга экологической и энергетической эффективности крупнейших компаний России и Казахстана, работающих в реальном секторе экономики.",1
Отчетный 2017 год стал успешным с точки зрения производственных и финансовых показателей. ,1
"Конечно, на деятельность акционерного общества значительное влияние оказали внешние факторы и ограничения, но мы в очередной раз убедились в устойчивости выбранной для нашей Компании бизнес-модели, в основе которой тщательное планирование и совершенствование всех направлений деятельности, обеспечение операционной эффективности и высокого качества выполняемых работ.",1
"Это свидетельствует о последовательном развитии и эффективной работе всех производственных сегментов, умении Компании учитывать возможные риски, оперативно и успешно отвечать на вызовы и изменения внешней среды.",1
Все эти направления обеспечили дальнейшее наращивание производственного и экономического потенциала Компании.,1
"В рамках данного сотрудничества Компания ежегодно проводит дни открытых дверей и участвует в мероприятиях предварительного распределения выпускников, проводит оценку студентов.  Такое взаимодействие позволяет совершенствовать процесс обучения, разрабатывать и внедрять специализированные программы в соответствии с требованиями Компании, повышать качество учебного процесса.",1
"В отчетном году в университете было проведено мероприятие, в котором приняли участие более 180 студентов по 6 направлениям подготовки, востребованным в Компании.",0
Компания ежегодно выдает направления в организации среднего профессионального и высшего образования для подготовки специалистов. В 2017 году по таким направлениям обучались 1 555 студентов,0
Ежегодно Компания выполняет комплекс профилактических мер для сохранения здоровья и поддержания трудоспособности своего коллектива путем проведения периодических и предварительных медицинских осмотров.,0
"Ежегодно Компания направляет значительные средства на реализацию экологических программ, решая вопросы бережного и эффективного использования природных ресурсов, сохранения биоразнообразия и снижения негативного воздействия на окружающую среду при осуществлении производственной деятельности во всех регионах присутствия. Это способствует улучшению влияния на окружающую среду.",1
В 2017 году компания стала победителем всероссийского конкурса «Лидер природоохранной деятельности в России 2017» в номинации «Лучшая экологически ответственная компания в нефтедобыче».,1
Деятельность в области экологической безопасности была отмечена памятным знаком и почетным дипломом на V всероссийском съезде по охране окружающей среды и международной выставке-форуме «ЭКОТЕх-2017».,1
"Компания четвертый год подряд входит в число лидеров рейтинга экологической ответственности нефтегазовых компаний России, составляемого при участии всемирного фонда дикой природы (WWF).",1
"Для эффективного использования труда каждого работника Компании, повышения мотивации работников и определения необходимости повышения их квалификации была проведена комплексная оценка профессиональных и управленческих компетенций 18 605 работников Компании.",1
"С целью сохранения культурных традиций, интеграции местных сообществ компания помогает в организации национальных праздников, слетов оленеводов, рыбаков и охотников, предоставляет подарки для участников.",1
"Большое внимание уделяется поддержке коренных малочисленных народов Севера, бережному и рациональному недропользованию, сохранению культурных традиций ханты и манси. Финансовая поддержка также оказывается организациям, деятельность которых направлена на сохранение этнического наследия и определение национальной идентичности.",1
Неотъемлемой частью благотворительной деятельности Компании является содействие укреплению духовных основ общества через взаимодействие с национальными и религиозными объединениями и организациями.,1
"Компания – один из ведущих мировых производителей минеральных удобрений. Мы предлагаем полный спектр удобрений для удовлетворения растущего мирового спроса на продукты питания. Наша задача – помочь фермерам по всему миру повысить объемы и качество урожая, тем самым обеспечив устойчивый рост и развитие для всех заинтересованных сторон.",1
"Суть нашей стратегии – в росте и развитии через вертикальную интеграцию с минимальными затратами. Ресурсы мирового уровня, экономичное и гибкое производство, собственная логистическая инфраструктура и международная дистрибьюторская сеть дают нам весомые конкурентные преимущества. Поставляя продукцию на ключевые рынки, мы обслуживаем широкую клиентскую базу по всему миру.",0
"В 2018 году мы запустили производство хлористого калия на Усольском калийном комбинате в Пермском крае. К концу года в эксплуатацию введено 15 комбайновых комплексов. Строительно-монтажные работы на второй технологической линии завершены, обе линии (первая и вторая) выведены на проектную мощность. Общая длина выработок на конец года составила 73 километра.",0
"В 2018 году на Усольском калийном комбинате добыто 1,38 млн т калийных руд. С освоением проектной мощности совокупная производительность первой очереди составит 2,3 млн т хлористого калия в год – самого массового калийного удобрения.",0
"Продолжилась работа на проекте «ЕвроХим – ВолгаКалий» на Гремячинском калийном месторождении в Волгоградской области. Произведена сбойка двух скиповых стволов, продолжено строительство клетьевого ствола. Общая мощность подъема двух скиповых стволов составляет 10 млн т руды в год.",0
"На протяжении последних семи лет Группа успешно разрабатывает новые калийные месторождения в Пермском крае и Волгоградской области. Эти целенаправленные инвестиции не только закладывают основу для устойчивого развития нашего бизнеса, но и способствуют экономическому процветанию в регионах присутствия.",0
"Являясь крупным работодателем в Котельниково и Березниках, Компания оказывает заметное влияние на местную экономику. Инвестируя в общественную инфраструктуру, мы способствуем успеху наших крупных проектов, таких как ВолгаКалий и Усольский. Благодаря непрерывной поддержке Компании качество жизни в этих городах продолжает расти.",0
"Компания инвестирует миллиарды долларов в калийные проекты и работает как с местными, так и с региональными подрядчиками и поставщиками, создавая рабочие места и стимулируя экономический рост. Достигаемые улучшения создают «добродетельный круг», неизменно привлекая новых инвесторов.",1
"Своим сотрудникам Компания предоставляет безопасные и соответствующие современным требованиям условия труда.
",1
"На Усольском калийном комбинате трудоустроено более 1800 человек, на ВолгаКалии – еще 1300. ",0
"Привлекательные условия для досуга и отдыха помогают нам нанимать талантливых и инициативных работников и сотрудничать с ними на протяжении долгого времени, что крайне важно для намеченной нами долгосрочной стратегии роста.",1
"Наши удобрения нового поколения обладают множеством преимуществ. Внося меньшее их количество, фермеры получают рост урожайности и минимальные потери питательных веществ, при этом увеличивая свою прибыль.",1
"В 2018 году Компания продолжила наращивать имеющийся у нее производственный потенциал и развивать дистрибьюторские мощности за рубежом. Благодаря этому, мы стали ближе к новым рынкам сбыта и укрепили позиции на уже освоенных территориях. Географическое расширение деятельности позволило предоставлять высококачественные удобрения нашим клиентам по всему миру.",1
За прошедший год Компании удалось значительно расширить географию присутствия и таким образом приблизиться к новым перспективным рынкам. Мы активно развиваем дистрибьюторские сети в Бразилии: были открыты заводы по блендингу удобрений в Синопе и Каталане – стратегически важных локациях северного и среднезападного регионов страны соответственно.,1
"На фоне эмоционального подъема в связи с успешным решением непростых задач роста, главным приоритетом для нас все же остается безопасность и благополучие сотрудников вне зависимости от занимаемой должности в Компании.
",1
"Я по-прежнему уделяю большое внимание вопросам, связанным с дальнейшим совершенствованием охраны труда и производственной безопасности. Мы несем личную ответственность за действия на рабочем месте, учитывая влияние привычек и методов работы на собственную безопасность и безопасность окружающих.",1
"Компания неуклонно стремится к повышению уровня социальной ответственности как работодатель, сосед, клиент или поставщик. ",1
"Учитывая природу нашей деятельности, мы четко осознаем свои обязательства в отношении окружающей среды. ",1
"Мне особенно приятно отметить, что в этом году нам удалось значительно сократить влияние производства на окружающую среду, особенно в критически важных областях, связанных со сбросом сточных вод и потреблением энергоресурсов, и тем самым продолжить тенденцию снижения соответствующих объемов на протяжении последних лет.",1
Основные положения политики в области охраны труда и промышленной безопасности описаны в разделе «Охрана труда и промышленная безопасность».,0
"В 2018 г. Группа использовала 2,2 м3 свежей воды на тонну продукции, как и в прошлом году. ",0
"Объем сточных вод и жидких отходов на тонну продукции снизился на 10% с 2,1 м3
(в 2017 г.) до 1,9 м3.",0
